codigo_interno,categoria_atual,linha,produto_compra,eixo_a,eixo_b,novo_sku,h1,h2,h3,h4,h5,sku_atual
YVS-BW9,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,LUMINÁRIA LED,P/SOBREPOR 6500K,QUAD,LUMINÁRIA LED P/SOBREPOR 6500K QUAD,LUMINÁRIA LED,P/SOBREPOR 6500K,QUAD,"18W (22,5CM)",,"LUMINÁRIA LED P/SOBREPOR 6500K QUAD 18W (22,5CM)"
296-CRW,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,NICHO EMBUTIR CINZA URBANO,30X60,,NICHO EMBUTIR CINZA URBANO 30X60,NICHO EMBUTIR CINZA URBANO 30X60,,,,,NICHO EMBUTIR CINZA URBANO 30X60
SXM-3DO,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,PLAFON PLASTICO,,,PLAFON PLASTICO,PLAFON PLASTICO BRANCO,,,,,PLAFON PLASTICO BRANCO
BKP-1JE,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,PLAFON PLASTICO,,,PLAFON PLASTICO,PLAFON PLASTICO PRETO,,,,,PLAFON PLASTICO PRETO
8MQ-FIS,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,PLUG FEMEA 2P +,,,PLUG FEMEA 2P +,PLUG FEMEA 2P + T 10A,,,,,PLUG FEMEA 2P + T 10A
NQQ-YM9,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,PLUG MACHO 10A,,,PLUG MACHO 10A,PLUG MACHO 10A,,,,,PLUG MACHO 10A
40B-9CN,I - ILUMINAÇÃO E ACABAMENTOS,ROSCÁVEL,PLUG ROSCÁVEL,1,,PLUG ROSCÁVEL 1,PLUG ROSCAVEL 1,,,,,PLUG ROSCAVEL 1
I2O-4DJ,I - ILUMINAÇÃO E ACABAMENTOS,ROSCÁVEL,PLUG ROSCÁVEL,1 1/2,,PLUG ROSCÁVEL 1 1/2,PLUG ROSCAVEL 1 1/2,,,,,PLUG ROSCAVEL 1 1/2
51U-AVM,I - ILUMINAÇÃO E ACABAMENTOS,ROSCÁVEL,PLUG ROSCÁVEL,1 1/4,,PLUG ROSCÁVEL 1 1/4,PLUG ROSCAVEL 1 1/4,,,,,PLUG ROSCAVEL 1 1/4
1AF-XNZ,I - ILUMINAÇÃO E ACABAMENTOS,ROSCÁVEL,PLUG ROSCÁVEL,1/2,,PLUG ROSCÁVEL 1/2,PLUG ROSCAVEL 1/2,,,,,PLUG ROSCAVEL 1/2
O53-OT9,I - ILUMINAÇÃO E ACABAMENTOS,ROSCÁVEL,PLUG ROSCÁVEL,3/4,,PLUG ROSCÁVEL 3/4,PLUG ROSCAVEL 3/4,,,,,PLUG ROSCAVEL 3/4
50K-KDC,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,RESISTÊNCIA,,,RESISTÊNCIA,RESISTENCIA 755-E P/ AQUECEDOR VERSATIL 127 V / 5500W,,,,,RESISTENCIA 755-E P/ AQUECEDOR VERSATIL 127 V / 5500W
A3I-Q2G,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,RESITENCIA 3065-I LOREN SHOWER,,,RESITENCIA 3065-I LOREN SHOWER,RESITENCIA 3065-I LOREN SHOWER ULTRA 127 V/ 5500 W,,,,,RESITENCIA 3065-I LOREN SHOWER ULTRA 127 V/ 5500 W
MNG-PX8,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,SPOT LED,,,SPOT LED,SPOT LED AUXILIAR GRANDE 06W QUAD 6500K,,,,,SPOT LED AUXILIAR GRANDE 06W QUAD 6500K
W70-3U1,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,SPOT LED,,,SPOT LED,SPOT LED AUXILIAR GRANDE 06W RED 3000K,,,,,SPOT LED AUXILIAR GRANDE 06W RED 3000K
D7Q-QQ2,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,SPOT LED,,,SPOT LED,SPOT LED AUXILIAR PEQUENO 03W QUAD 3000K,,,,,SPOT LED AUXILIAR PEQUENO 03W QUAD 3000K
Z28-TGZ,I - ILUMINAÇÃO E ACABAMENTOS,ILUMINAÇÃO,SPOT LED,,,SPOT LED,SPOT LED AUXILIAR PEQUENO 03W QUAD 6500K,,,,,SPOT LED AUXILIAR PEQUENO 03W QUAD 6500K
S0X-O7X,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA DUPLA 10A TRAMONTINA ARIA,,,TOMADA DUPLA 10A TRAMONTINA ARIA,TOMADA DUPLA 10A TRAMONTINA ARIA,,,,,TOMADA DUPLA 10A TRAMONTINA ARIA
Q8L-UC7,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA DUPLA 20A TRAMONTINA ARIA,,,TOMADA DUPLA 20A TRAMONTINA ARIA,TOMADA DUPLA 20A TRAMONTINA ARIA,,,,,TOMADA DUPLA 20A TRAMONTINA ARIA
WZD-9Y0,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SIMPLES 10A TRAMONTINA ARIA,,,TOMADA SIMPLES 10A TRAMONTINA ARIA,TOMADA SIMPLES 10A TRAMONTINA ARIA,,,,,TOMADA SIMPLES 10A TRAMONTINA ARIA
1ZB-0D2,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SIMPLES 20A ILUMI,,,TOMADA SIMPLES 20A ILUMI,TOMADA SIMPLES 20A ILUMI,,,,,TOMADA SIMPLES 20A ILUMI
I6P-F8P,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SIMPLES 20A TRAMONTINA  LUX,,,TOMADA SIMPLES 20A TRAMONTINA  LUX,TOMADA SIMPLES 20A TRAMONTINA  LUX,,,,,TOMADA SIMPLES 20A TRAMONTINA  LUX
2Z9-R34,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SIMPLES 20A TRAMONTINA ARIA,,,TOMADA SIMPLES 20A TRAMONTINA ARIA,TOMADA SIMPLES 20A TRAMONTINA ARIA,,,,,TOMADA SIMPLES 20A TRAMONTINA ARIA
7QS-O6L,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SOBREPOR 10A ILUMI,,,TOMADA SOBREPOR 10A ILUMI,TOMADA SOBREPOR 10A ILUMI,,,,,TOMADA SOBREPOR 10A ILUMI
8U7-7RA,I - ILUMINAÇÃO E ACABAMENTOS,MATERIAL ELÉTRICO,TOMADA SOBREPOR 10A INTERNEED,,,TOMADA SOBREPOR 10A INTERNEED,TOMADA SOBREPOR 10A INTERNEED,,,,,TOMADA SOBREPOR 10A INTERNEED
9UC-A0S,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ABRAÇADEIRAS NYLON (PAC 50,"2,5X100MM",,"ABRAÇADEIRAS NYLON (PAC 50 2,5X100MM",ABRAÇADEIRAS NYLON (PAC 50 PCS),"2,5X100MM",,,,"ABRAÇADEIRAS NYLON (PAC 50 PCS) 2,5X100MM"
FCK-R87,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ABRAÇADEIRAS NYLON (PAC 50,"2,5X200MM",,"ABRAÇADEIRAS NYLON (PAC 50 2,5X200MM",ABRAÇADEIRAS NYLON (PAC 50 PCS),"2,5X200MM",,,,"ABRAÇADEIRAS NYLON (PAC 50 PCS) 2,5X200MM"
HQR-O4P,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ABRAÇADEIRAS NYLON (PAC 50,"2,5X150MM",,"ABRAÇADEIRAS NYLON (PAC 50 2,5X150MM",ABRAÇADEIRAS NYLON (PAC 50 PCS),"2,5X150MM",,,,"ABRAÇADEIRAS NYLON (PAC 50 PCS) 2,5X150MM"
T95-OSL,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ABRAÇADEIRAS NYLON (PAC 50,"3,6X300MM",,"ABRAÇADEIRAS NYLON (PAC 50 3,6X300MM",ABRAÇADEIRAS NYLON (PAC 50 PCS),"3,6X300MM",,,,"ABRAÇADEIRAS NYLON (PAC 50 PCS) 3,6X300MM"
31F-3E6,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ALICATE,CORTE DIAGONAL,"6""","ALICATE CORTE DIAGONAL 6""",ALICATE,CORTE DIAGONAL,"6""",FOXLUX,,"ALICATE CORTE DIAGONAL 6"" FOXLUX"
980-5KM,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ALICATE,BICO LONGO,"6""","ALICATE BICO LONGO 6""",ALICATE,BICO LONGO,"6""",JAPI,,"ALICATE BICO LONGO 6"" JAPI"
B2I-9XQ,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ALICATE,NIVELAMENTO DE REVESTIMENTO,,ALICATE NIVELAMENTO DE REVESTIMENTO,ALICATE,NIVELAMENTO DE REVESTIMENTO,,,,ALICATE NIVELAMENTO DE REVESTIMENTO
JN9-Z8W,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ARCO DE SERRA,STANDARD,,ARCO DE SERRA STANDARD,ARCO DE SERRA,STANDARD,,,,ARCO DE SERRA STANDARD
CRR-6SB,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ARMADOR DE REDE,P/ MADEIRA,,ARMADOR DE REDE P/ MADEIRA,ARMADOR DE REDE,P/ MADEIRA,,,,ARMADOR DE REDE P/ MADEIRA
TQM-VQ4,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ARMADOR DE REDE,P/ CHUMBAR,,ARMADOR DE REDE P/ CHUMBAR,ARMADOR DE REDE,P/ CHUMBAR,,,,ARMADOR DE REDE P/ CHUMBAR
K75-G6O,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BALDE PLÁSTICO P/ CONCRETO,12 LTS,,BALDE PLÁSTICO P/ CONCRETO 12 LTS,BALDE PLÁSTICO P/ CONCRETO,12 LTS,,,,BALDE PLÁSTICO P/ CONCRETO 12 LTS
NEO-I1G,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BARRA ROSCADA ZINCADA,5/16',,BARRA ROSCADA ZINCADA 5/16',BARRA ROSCADA ZINCADA,5/16',,,,BARRA ROSCADA ZINCADA 5/16'
OR1-RAN,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BARRA ROSCADA ZINCADA,3/8',,BARRA ROSCADA ZINCADA 3/8',BARRA ROSCADA ZINCADA,3/8',,,,BARRA ROSCADA ZINCADA 3/8'
TZZ-H82,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BARRA ROSCADA ZINCADA,3/16',,BARRA ROSCADA ZINCADA 3/16',BARRA ROSCADA ZINCADA,3/16',,,,BARRA ROSCADA ZINCADA 3/16'
OD8-H9J,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BOTA,No 40,,BOTA No 40,BOTA,No 40,,,,BOTA No 40
X9I-UEC,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BOTA,No 41,,BOTA No 41,BOTA,No 41,,,,BOTA No 41
XKC-NP3,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BOTA,No 38,,BOTA No 38,BOTA,No 38,,,,BOTA No 38
5BN-1ET,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BOTÃO ACIONAMENTO P/CX ACOPLADA,ASTRA,,BOTÃO ACIONAMENTO P/CX ACOPLADA ASTRA,BOTÃO ACIONAMENTO P/CX ACOPLADA,ASTRA,,,,BOTÃO ACIONAMENTO P/CX ACOPLADA ASTRA
ARD-8MG,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BROXA RETANGULAR PLASTICA,GRANDE,,BROXA RETANGULAR PLASTICA GRANDE,BROXA RETANGULAR PLASTICA,GRANDE,,,,BROXA RETANGULAR PLASTICA GRANDE
JLP-Y1V,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,BROXA RETANGULAR PLASTICA,MÉDIA,,BROXA RETANGULAR PLASTICA MÉDIA,BROXA RETANGULAR PLASTICA,MÉDIA,,,,BROXA RETANGULAR PLASTICA MÉDIA
2NE-4VG,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BUCHA PLÁSTICA,,S-10,BUCHA PLÁSTICA S-10,BUCHA PLÁSTICA,S-10,,,,BUCHA PLÁSTICA S-10
D2L-CDY,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BUCHA PLÁSTICA,,S-6,BUCHA PLÁSTICA S-6,BUCHA PLÁSTICA,S-6,,,,BUCHA PLÁSTICA S-6
OT6-8H4,J - FERRAMENTAS E CONSUMÍVEIS,PARAFUSO,BUCHA PLÁSTICA,,S-8,BUCHA PLÁSTICA S-8,BUCHA PLÁSTICA,S-8,,,,BUCHA PLÁSTICA S-8
OM7-3JE,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CABO DE MADEIRA,"P/ ENXADA X 1,20M",,"CABO DE MADEIRA P/ ENXADA X 1,20M",CABO DE MADEIRA,"P/ ENXADA X 1,20M",,,,"CABO DE MADEIRA P/ ENXADA X 1,20M"
8W9-CWU,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CAPACETE DE SEGURANÇA,BRANCO,,CAPACETE DE SEGURANÇA BRANCO,CAPACETE DE SEGURANÇA,BRANCO,,,,CAPACETE DE SEGURANÇA BRANCO
G4Y-ETP,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CARRINHO DE MÃO,PNEU MACIÇO,,CARRINHO DE MÃO PNEU MACIÇO,CARRINHO DE MÃO,PNEU MACIÇO,,,,CARRINHO DE MÃO PNEU MACIÇO
PHB-N8O,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CHAVE DE FENDA,1/4 X 8,DISMA,CHAVE DE FENDA 1/4 X 8 DISMA,CHAVE DE FENDA,1/4 X 8,DISMA,,,CHAVE DE FENDA 1/4 X 8 DISMA
DUP-7FI,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CINTA ERGONÔMICA,M,,CINTA ERGONÔMICA M,CINTA ERGONÔMICA,M,,,,CINTA ERGONÔMICA M
DNG-4E9,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CINTO PARA FERRAMENTAS,,,CINTO PARA FERRAMENTAS,CINTO PARA FERRAMENTAS,,,,,CINTO PARA FERRAMENTAS
1DC-3WD,J - FERRAMENTAS E CONSUMÍVEIS,ADESIVO,ADESIVO,IQUINE,1KG,ADESIVO IQUINE 1KG,COLA BRANCA,IQUINE,1KG,,,COLA BRANCA IQUINE 1KG
G6V-U08,J - FERRAMENTAS E CONSUMÍVEIS,ADESIVO,ADESIVO,UNIPEGA,1 KG,ADESIVO UNIPEGA 1 KG,COLA BRANCA,UNIPEGA,1 KG,,,COLA BRANCA UNIPEGA 1 KG
VOR-9WX,J - FERRAMENTAS E CONSUMÍVEIS,ADESIVO,ADESIVO,CAZCOREZ,500G,ADESIVO CAZCOREZ 500G,COLA BRANCA,CAZCOREZ,500G,,,COLA BRANCA CAZCOREZ 500G
I3V-4UE,J - FERRAMENTAS E CONSUMÍVEIS,ADESIVO,ADESIVO DE CONTATO,30G POLYPLAC,,ADESIVO DE CONTATO 30G POLYPLAC,COLA CONTATO,30G POLYPLAC,,,,COLA CONTATO 30G POLYPLAC
2IJ-PD2,J - FERRAMENTAS E CONSUMÍVEIS,ADESIVO,ADESIVO,20g,,ADESIVO 20g,COLA INSTANTÂNEA,20g,,,,COLA INSTANTÂNEA 20g
CQN-I1Y,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,COLHER DE,7,,COLHER DE 7,COLHER DE PEDREIRO,7,,,,COLHER DE PEDREIRO 7
K4P-LKM,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,COLHER DE,8,,COLHER DE 8,COLHER DE PEDREIRO,8,,,,COLHER DE PEDREIRO 8
LDU-3YU,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,COLHER DE,9,,COLHER DE 9,COLHER DE PEDREIRO,9,,,,COLHER DE PEDREIRO 9
NIW-49X,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,COLHER DE,10,,COLHER DE 10,COLHER DE PEDREIRO,10,,,,COLHER DE PEDREIRO 10
22F-XA8,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CONCERTINA,300 MM X 8M,MORLAN,CONCERTINA 300 MM X 8M MORLAN,CONCERTINA,300 MM X 8M,MORLAN,,,CONCERTINA 300 MM X 8M MORLAN
UM5-58E,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CONCERTINA,450MM X  10M,MORLAN,CONCERTINA 450MM X 10M MORLAN,CONCERTINA,450MM X  10M,MORLAN,,,CONCERTINA 450MM X  10M MORLAN
R73-8OF,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CONJUNTO FIXAÇÃO P,,,CONJUNTO FIXAÇÃO P,CONJUNTO FIXAÇÃO P,,,,,CONJUNTO FIXAÇÃO P
T6T-JOG,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,CUNHA P/ ESPAÇADOR NIVELAMENTO,,,CUNHA P/ ESPAÇADOR NIVELAMENTO,CUNHA P/ ESPAÇADOR NIVELAMENTO (50PÇS),,,,,CUNHA P/ ESPAÇADOR NIVELAMENTO (50PÇS)
2J6-QXI,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA,AÇO,DENTADA,DESEMPENADEIRA AÇO DENTADA,DESEMPENADEIRA,AÇO,DENTADA,,,DESEMPENADEIRA AÇO DENTADA
CDR-CC6,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA,AÇO,LISA,DESEMPENADEIRA AÇO LISA,DESEMPENADEIRA,AÇO,LISA,,,DESEMPENADEIRA AÇO LISA
IIT-0IQ,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA,PLASTICA,LISA,DESEMPENADEIRA PLASTICA LISA,DESEMPENADEIRA,PLASTICA,LISA,14X24,,DESEMPENADEIRA PLASTICA LISA 14X24
W2A-GBA,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA,MADEIRA,,DESEMPENADEIRA MADEIRA,DESEMPENADEIRA,MADEIRA,,,,DESEMPENADEIRA MADEIRA
XU8-0OB,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA,PLASTICA,LISA,DESEMPENADEIRA PLASTICA LISA,DESEMPENADEIRA,PLASTICA,LISA,17X30,,DESEMPENADEIRA PLASTICA LISA 17X30
T8G-H5W,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DESEMPENADEIRA PLASTICA,17 X 30,,DESEMPENADEIRA PLASTICA 17 X 30,DESEMPENADEIRA PLASTICA,17 X 30,,,,DESEMPENADEIRA PLASTICA 17 X 30
8PY-XT0,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,TURBO,"4""","DISCO DE CORTE TURBO 4""",DISCO DE CORTE,TURBO,"4""",,,"DISCO DE CORTE TURBO 4"""
ANR-N8S,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,P/ MADEIRA,"4"" X 3/8' 24D","DISCO DE CORTE P/ MADEIRA 4"" X 3/8' 24D",DISCO DE CORTE,P/ MADEIRA,"4"" X 3/8' 24D",,,"DISCO DE CORTE P/ MADEIRA 4"" X 3/8' 24D"
NCP-U9D,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,P/ CERÊMICA DIAMANTADO LISO,"4""","DISCO DE CORTE P/ CERÊMICA DIAMANTADO LISO 4""",DISCO DE CORTE,P/ CERÊMICA DIAMANTADO LISO,"4""",,,"DISCO DE CORTE P/ CERÊMICA DIAMANTADO LISO 4"""
NWF-B0W,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,INOX,"4"" 1/2'","DISCO DE CORTE INOX 4"" 1/2'",DISCO DE CORTE,INOX,"4"" 1/2'",,,"DISCO DE CORTE INOX 4"" 1/2'"
W2A-SWV,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,P/ MADEIRA,"4"" X 3/8' 72D","DISCO DE CORTE P/ MADEIRA 4"" X 3/8' 72D",DISCO DE CORTE,P/ MADEIRA,"4"" X 3/8' 72D",,,"DISCO DE CORTE P/ MADEIRA 4"" X 3/8' 72D"
WVK-ZM0,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,P/ PORCELANATO,"4""","DISCO DE CORTE P/ PORCELANATO 4""",DISCO DE CORTE,P/ PORCELANATO,"4""",,,"DISCO DE CORTE P/ PORCELANATO 4"""
YDL-O05,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,P/ CONCRETO - SEGMENTADO,"4""","DISCO DE CORTE P/ CONCRETO - SEGMENTADO 4""",DISCO DE CORTE,P/ CONCRETO - SEGMENTADO,"4""",,,"DISCO DE CORTE P/ CONCRETO - SEGMENTADO 4"""
1DE-F4U,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,INOX,7'',DISCO DE CORTE INOX 7'',DISCO DE CORTE INOX 7X,INOX,7'',,,DISCO DE CORTE INOX 7X INOX 7''
0L5-XFC,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,,,DISCO DE CORTE,"DISCO DE CORTE P/ AÇO INOX 04,5 X 1/8",,,,,"DISCO DE CORTE P/ AÇO INOX 04,5 X 1/8"
EHU-HA8,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,,,DISCO DE CORTE,"DISCO DE CORTE P/ FERRO 04,5 X 1/8 X 7/8",,,,,"DISCO DE CORTE P/ FERRO 04,5 X 1/8 X 7/8"
RXO-TL7,J - FERRAMENTAS E CONSUMÍVEIS,FERRAGEM,DISCO DE CORTE,,,DISCO DE CORTE,"DISCO DE CORTE P/ FERRO 07,0 X 1/8 X 7/8",,,,,"DISCO DE CORTE P/ FERRO 07,0 X 1/8 X 7/8"
P9H-7PB,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DISCO DE DESBASTE,,7,DISCO DE DESBASTE 7,DISCO DE DESBASTE,,7,,,DISCO DE DESBASTE › 7
0ZP-GPV,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DUREPOX,100G,,DUREPOX 100G,DUREPOX,100G,,,,DUREPOX 100G
EZX-BZ5,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,DUREPOX,50G,,DUREPOX 50G,DUREPOX,50G,,,,DUREPOX 50G
7EK-WT7,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESCADA METALICA,"7 DEGRAUS (ABERTA 1,54 MT)",,"ESCADA METALICA 7 DEGRAUS (ABERTA 1,54 MT)",ESCADA METALICA,"7 DEGRAUS (ABERTA 1,54 MT)",,,,"ESCADA METALICA 7 DEGRAUS (ABERTA 1,54 MT)"
FM1-STF,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESCADA METALICA,"5 DEGRAUS (ABERTA 1,16 MT)",,"ESCADA METALICA 5 DEGRAUS (ABERTA 1,16 MT)",ESCADA METALICA,"5 DEGRAUS (ABERTA 1,16 MT)",,,,"ESCADA METALICA 5 DEGRAUS (ABERTA 1,16 MT)"
GFL-6MT,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESCÁPULA,No 10,,ESCÁPULA No 10,ESCÁPULA,No 10,,,,ESCÁPULA No 10
2C4-84G,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPATULA,METÁLICA,12 CM,ESPATULA METÁLICA 12 CM,ESPATULA,METÁLICA,12 CM,,,ESPATULA METÁLICA 12 CM
CL5-3OQ,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPATULA,METÁLICA,08 CM,ESPATULA METÁLICA 08 CM,ESPATULA,METÁLICA,08 CM,,,ESPATULA METÁLICA 08 CM
JU8-G6G,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPATULA,METÁLICA,06 CM,ESPATULA METÁLICA 06 CM,ESPATULA,METÁLICA,06 CM,,,ESPATULA METÁLICA 06 CM
TQZ-49A,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPATULA,METÁLICA,10 CM,ESPATULA METÁLICA 10 CM,ESPATULA,METÁLICA,10 CM,,,ESPATULA METÁLICA 10 CM
4J4-VMV,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPÁTULA,PLÁSTICA C/ CABO,7X12.5  CM,ESPÁTULA PLÁSTICA C/ CABO 7X12.5 CM,ESPÁTULA,PLÁSTICA C/ CABO,7X12.5  CM,,,ESPÁTULA PLÁSTICA C/ CABO 7X12.5  CM
LY4-WR8,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPÁTULA,S/CABO PLASTICA P/MASSA,,ESPÁTULA S/CABO PLASTICA P/MASSA,ESPÁTULA,S/CABO PLASTICA P/MASSA,,,,ESPÁTULA S/CABO PLASTICA P/MASSA
T3D-A0P,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPÁTULA,PLÁSTICA C/ CABO,9X13 CM,ESPÁTULA PLÁSTICA C/ CABO 9X13 CM,ESPÁTULA,PLÁSTICA C/ CABO,9X13 CM,,,ESPÁTULA PLÁSTICA C/ CABO 9X13 CM
LYL-72N,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPONJA EM BLOCO P/,06 X 13 X 22 CM,,ESPONJA EM BLOCO P/ 06 X 13 X 22 CM,ESPONJA EM BLOCO P/ ACABAMENTOS,06 X 13 X 22 CM,,,,ESPONJA EM BLOCO P/ ACABAMENTOS 06 X 13 X 22 CM
RF9-AF0,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESPONJA EM BLOCO P/,05 X 12 X 18 CM,,ESPONJA EM BLOCO P/ 05 X 12 X 18 CM,ESPONJA EM BLOCO P/ ACABAMENTOS,05 X 12 X 18 CM,,,,ESPONJA EM BLOCO P/ ACABAMENTOS 05 X 12 X 18 CM
XCR-G1U,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESQUADRO,"10""",,"ESQUADRO 10""",ESQUADRO,"10""",,,,"ESQUADRO 10"""
EMZ-7RR,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,ESTILETE,,,ESTILETE,ESTILETE,,,,,ESTILETE
7KM-GBT,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,FACÃO,"22""",TRAMONTINA,"FACÃO 22"" TRAMONTINA",FACÃO,"22""",TRAMONTINA,,,"FACÃO 22"" TRAMONTINA"
Y83-94T,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,FELTROS PROTETORES,REDONDOS,ADELBRAS,FELTROS PROTETORES REDONDOS ADELBRAS,FELTROS PROTETORES,REDONDOS,ADELBRAS,,,FELTROS PROTETORES REDONDOS ADELBRAS
6SR-F2F,J - FERRAMENTAS E CONSUMÍVEIS,FERRAMENTAS,FERRO DE COVA,,,FERRO DE COVA,FERRO DE COVA,,,,,FERRO DE COVA
